donor, acceptor, , 
11065.11, -5354.81, , 
10859.68, 268.14, , 
39228.22, 1733.20, , 
35989.46, 1911.03, , 
42614.66, 4566.04, , 
29817.03, 1329.27, , 
38068.46, 296.26, , 
41941.60, 2910.18, , 
40420.93, 1132.18, , 
44001.02, 3080.09, , 
50470.89, 4258.71, , 
45151.13, 6181.12, , 
43003.75, 8694.00, , 
34247.24, 5547.99, , 
43815.71, 5944.13, , 
14511.27, 4361.94, , 
4790.46, 4558.37, , 
10465.83, 1269.06, , 
367.01, 7863.90, , 
4434.95, 5774.06, , 
-1691.37, 2402.83, , 
-939.15, 2342.79, , 
929.88, 1280.29, , 
-2178.84, 2782.48, , 
-1980.08, 1580.68, , 
2480.49, 3577.33, , 
-296.35, 2091.16, , 
1707.90, 3730.73, , 
-156.03, -761.84, , 
788.87, 3261.17, , 
-2401.67, 2107.07, , 
-1507.59, -1916.67, , 
2488.33, -1502.14, , 
-1319.00, 3803.22, , 
-1781.95, -452.26, , 
2751.53, 72.31, , 
-29.29, 1187.78, , 
-890.19, 2216.06, , 
-3149.91, -1010.08, , 
1194.56, 2442.24, , 
-900.80, 1018.02, , 
-354.55, 2342.59, , 
-2859.87, 5684.51, , 
-2719.92, 5404.23, , 
-104.48, 3164.62, , 
622.90, 11769.16, , 
-454.84, 10004.00, , 
2029.72, 11409.23, , 
2951.26, 7931.30, , 
-253.42, 6566.18, , 
-606.72, 9403.22, , 
749.37, 9606.74, , 
-1383.31, 8823.25, , 
393.14, 9165.73, , 
780.52, 8728.41, , 
1168.24, 12975.71, , 
1446.45, 7187.90, , 
1390.62, 10572.43, , 
624.76, 9323.78, , 
2304.10, 7799.98, , 
-1567.55, 7028.20, , 
1259.30, 8276.72, , 
1344.80, 10700.11, , 
1346.51, 10587.04, , 
-380.16, 10655.71, , 
776.97, 10716.28, , 
-31.90, 10944.76, , 
786.13, 9766.58, , 
3062.75, 10495.32, , 
-67.06, 15344.37, , 
-559.02, 3643.46, , 
95.57, 1589.97, , 
2015.08, -2656.70, , 
-3783.46, 777.43, , 
-421.57, -671.95, , 
-616.02, -564.33, , 
2912.58, -26.10, , 
-463.91, 954.81, , 
-3684.24, 2509.28, , 
-1563.23, -908.97, , 
-3620.05, -1918.75, , 
148.89, 895.84, , 
-1808.87, -1349.88, , 
402.46, -1735.31, , 
-1829.25, -1242.41, , 
2131.73, -1356.32, , 
1335.54, -402.83, , 
2864.52, 1670.19, , 
2138.32, 3427.25, , 
-924.24, 2088.86, , 
-558.47, 2199.04, , 
975.11, 2046.74, , 
1535.08, 3157.88, , 
468.14, 3059.15, , 
1505.07, 137.21, , 
27.34, 3302.97, , 
-490.03, 6042.74, , 
-2269.31, 2800.11, , 
-1554.44, 3324.96, , 
43.35, 700.22, , 
-619.58, 4074.58, , 
-700.82, 2281.79, , 
24.66, 4310.34, , 
-714.08, 4061.70, , 
-3653.13, 1888.18, , 
-1347.06, 911.57, , 
-3055.92, 2498.57, , 
908.77, 1873.13, , 
427.52, -92.47, , 
1507.62, 1336.49, , 
2351.69, 2373.95, , 
414.93, 2067.30, , 
-1153.71, 339.32, , 
2338.82, 2489.95, , 
-107.49, -907.19, , 
-2550.16, 4392.84, , 
-1296.48, 959.54, , 
-1789.57, 2838.84, , 
-49.67, 4232.83, , 
1155.86, 2081.58, , 
1138.70, 5524.15, , 
1221.56, 1446.55, , 
-74.79, 3514.20, , 
-5105.89, 1209.79, , 
2138.60, 3009.87, , 
-283.99, 3396.06, , 
-1281.32, 644.67, , 
454.71, 1557.93, , 
-376.51, 2110.07, , 
-1548.54, 3421.41, , 
235.75, 3451.06, , 
203.28, 1312.54, , 
2319.99, 1361.79, , 
-1507.50, 2634.21, , 
-1343.57, 3346.74, , 
663.28, 1373.80, , 
-631.33, 2933.23, , 
3714.04, 142.88, , 
2288.80, 2331.26, , 
304.85, 3159.61, , 
351.57, 1196.78, , 
397.30, 3052.00, , 
1904.49, 4146.26, , 
2993.27, 4425.57, , 
2732.83, -515.63, , 
175.54, 1058.67, , 
-2039.89, 667.69, , 
