donor, acceptor, , 
8952.57, -1771.35, , 
9296.13, 465.96, , 
17973.47, 138.19, , 
18172.26, 534.64, , 
15248.83, -350.52, , 
11877.45, 395.60, , 
13996.58, 1249.44, , 
7794.21, 168.19, , 
10552.32, -389.48, , 
9760.91, -1149.05, , 
13282.47, 2246.31, , 
13167.64, 864.07, , 
17537.59, -2285.33, , 
16426.36, 1544.00, , 
8132.58, 667.09, , 
15793.32, -742.78, , 
16668.61, -205.46, , 
14274.54, -703.55, , 
10462.96, 1263.24, , 
18135.26, -413.70, , 
19486.47, 620.29, , 
19654.63, 3105.30, , 
12059.79, -99.16, , 
12927.04, 841.64, , 
12578.06, 645.28, , 
11502.34, 1666.31, , 
3855.14, 471.39, , 
3920.15, 5415.17, , 
5766.48, 4966.84, , 
6729.40, 4266.01, , 
2184.18, 4599.52, , 
7648.62, 1864.25, , 
4306.54, 1382.97, , 
5186.35, 2708.84, , 
4398.74, 5565.76, , 
3299.25, 41.63, , 
2953.97, 3003.99, , 
3458.93, -1553.24, , 
6806.26, 633.09, , 
1001.10, -1565.21, , 
5965.86, 191.88, , 
3374.61, 2863.37, , 
8919.31, -1421.78, , 
4560.88, -371.02, , 
7370.28, 1088.28, , 
5859.18, 962.81, , 
1118.88, 475.53, , 
9495.42, -109.44, , 
3993.32, 876.41, , 
2676.54, 1233.90, , 
7782.72, 297.03, , 
7105.04, 1714.48, , 
5911.27, -2027.28, , 
5298.64, 945.83, , 
6372.59, -96.83, , 
443.73, -39.62, , 
7409.92, 1332.01, , 
6289.67, 1341.17, , 
6709.90, 75.08, , 
6818.73, 1182.26, , 
4847.48, 949.63, , 
6615.11, -362.30, , 
2758.00, 583.42, , 
5783.87, 2236.86, , 
-254.87, -30.34, , 
1099.25, 1498.92, , 
-2015.00, -1492.16, , 
1419.59, 877.66, , 
-277.11, 1378.62, , 
-1691.17, -1287.09, , 
-2570.02, 1877.46, , 
1488.89, 833.00, , 
-1260.50, -1356.69, , 
1590.91, -3356.53, , 
-850.43, 358.81, , 
-2006.95, -605.43, , 
-1549.98, -891.02, , 
1495.55, -996.72, , 
-777.51, -981.13, , 
17.10, -480.89, , 
2090.49, 1429.87, , 
124.50, -1627.43, , 
2104.24, -1300.48, , 
256.31, 1216.46, , 
-972.79, -446.18, , 
943.74, 114.13, , 
-411.44, 113.03, , 
3534.64, 448.34, , 
-355.57, -1768.86, , 
2315.83, 174.95, , 
1187.23, -36.99, , 
530.33, -1233.39, , 
-728.90, 1116.00, , 
644.33, -245.66, , 
-661.88, -534.46, , 
-3023.31, -1180.94, , 
-642.94, 1662.41, , 
1214.38, 268.63, , 
-595.63, 1469.10, , 
3414.48, 320.76, , 
-2009.70, -1476.57, , 
2234.32, -814.01, , 
-1205.57, 1239.66, , 
-695.84, 1693.39, , 
-1341.47, -305.89, , 
-1074.77, -1496.41, , 
-1121.92, 328.22, , 
1129.69, 1809.85, , 
-259.88, -709.58, , 
474.66, -1118.41, , 
-2406.15, -1552.35, , 
2006.50, 359.37, , 
511.54, 794.13, , 
1647.28, 873.67, , 
-2826.94, -871.69, , 
1938.46, 2135.42, , 
-698.74, -580.15, , 
-3031.41, -397.36, , 
-553.95, 2906.08, , 
-435.47, 2584.46, , 
527.91, -604.30, , 
-144.65, 771.41, , 
-445.79, 1577.61, , 
-318.65, 330.98, , 
-230.92, 604.93, , 
-1747.79, -539.23, , 
-2303.71, -527.51, , 
1988.78, -917.33, , 
-2109.32, -774.93, , 
699.63, -428.50, , 
763.09, 79.80, , 
2535.90, 449.66, , 
1116.33, -219.25, , 
912.15, 1890.06, , 
692.21, 764.01, , 
210.64, -131.27, , 
594.85, 163.67, , 
-492.66, 747.56, , 
1273.80, 1958.63, , 
-47.78, -626.72, , 
-269.70, -288.01, , 
939.63, -145.86, , 
-1329.59, -987.42, , 
760.61, -1532.64, , 
913.59, -1003.50, , 
-100.54, 40.15, , 
-1560.92, 233.71, , 
46.78, -308.22, , 
-1482.46, -106.16, , 
-120.86, 792.85, , 
-2148.75, -1379.39, , 
1490.87, -705.93, , 
611.84, 1357.08, , 
-56.89, -65.81, , 
1690.35, 771.95, , 
-788.10, 145.21, , 
-1406.37, 1077.33, , 
-310.53, 698.80, , 
-164.79, -301.53, , 
-309.06, 3550.90, , 
978.42, -37.63, , 
-1676.23, 183.44, , 
1917.08, 4838.66, , 
1329.33, 6833.68, , 
-1286.31, 4338.67, , 
-752.48, 3869.89, , 
3884.89, -268.22, , 
-1747.96, 1602.97, , 
-776.76, 2633.62, , 
211.49, 80.66, , 
-65.46, 2982.97, , 
-3595.10, 415.10, , 
2445.33, 1013.44, , 
786.48, 2848.38, , 
37.46, 205.74, , 
1922.07, 567.57, , 
-919.44, 282.64, , 
164.83, -1016.31, , 
-875.85, 144.67, , 
-449.49, -1877.06, , 
360.03, -1235.12, , 
-763.92, 673.52, , 
2207.91, -1417.94, , 
-574.25, -422.31, , 
-1818.29, 840.83, , 
-1787.55, 303.48, , 
-614.48, -142.39, , 
877.85, -342.23, , 
-145.51, -181.98, , 
-714.84, 634.76, , 
-143.04, -913.36, , 
