1122.93,751.79,784.46,761.55,1211.21,907.97,702.53,885.66,696.45,596.61,720.98,929.00,1093.91,961.99,1222.50,602.97,714.03,1091.96,1076.70,1197.91,838.37,1065.23,916.96,768.47,1124.91,780.76,773.93,1167.42,1300.62,1107.23,1425.69,1203.52,890.54,1310.66,926.88,763.15,839.95,909.37,1246.36,1044.93,840.15,584.61,668.48,788.09,816.62,994.11,957.26,991.28,669.30,941.66,729.46,1127.05,867.35,971.33,1147.88,1116.88,803.29,1047.96,1089.25,914.56,1116.99,950.03,761.90,811.69,1077.59,900.71,1121.65,886.99,813.30,1035.51,1025.12,1402.60,898.03,1091.64,1064.50,1198.08,1060.51,1232.28,1102.37,1164.52,1134.61,855.13,1193.69,526.73,1391.43,1203.02,697.40,1341.30,1175.28,953.72,1064.84,1047.64,805.51,1124.27,1284.75,733.12,1337.01,1005.02,795.61,1234.05
886.72,1008.07,1215.41,772.32,1222.65,853.36,1174.44,1131.08,945.48,854.23,1362.91,1109.98,867.20,1248.52,1113.30,1404.40,955.31,949.56,1187.24,629.84,913.56,1011.56,787.69,870.83,1114.19,1037.89,1231.18,876.82,751.01,1187.08,724.91,967.81,901.48,847.40,549.87,1004.18,931.13,1160.37,1061.19,864.05,841.33,1069.75,890.74,1030.44,887.19,1017.57,1026.67,918.79,897.57,1106.40,1249.51,786.91,948.78,1351.12,920.53,949.01,1030.52,773.05,1095.35,799.98,897.02,1012.60,725.62,952.23,998.82,1334.71,943.46,1094.47,763.90,878.39,623.38,1137.74,1156.25,818.83,948.50,1182.18,1259.54,1078.81,1063.55,1018.19,948.59,1013.13,608.01,1304.66,796.49,913.68,1414.07,1112.64,987.33,850.07,1057.62,492.47,1153.51,1075.46,893.58,833.52,801.28,903.98,1208.88,1112.51
682.04,1125.09,1193.95,930.88,1095.82,738.31,1011.40,873.72,725.00,965.07,863.07,895.27,901.64,1303.12,703.33,1092.22,1153.59,820.62,1330.70,1035.86,1241.37,1114.79,973.34,842.62,1087.29,1038.05,933.66,1157.01,560.34,839.90,1010.22,851.54,972.61,1295.80,1249.53,1058.48,791.80,948.29,1296.81,1105.71,884.94,876.56,1380.39,1061.87,1162.81,906.89,1348.63,1014.11,820.78,1109.38,1116.99,1144.40,814.34,1197.88,1307.39,892.98,1167.41,1085.79,777.87,1041.74,879.74,1346.38,1163.42,834.47,1127.79,1213.43,797.52,547.28,754.51,715.25,1001.04,1296.14,663.60,644.76,1387.76,1119.06,1244.50,829.45,1099.15,1077.69,1253.74,704.74,927.63,1070.47,947.43,923.96,1450.32,1108.09,769.98,530.11,1166.53,792.38,1179.96,950.44,942.28,819.78,832.97,1042.80,953.98,779.21
913.25,945.69,1215.66,955.62,916.17,1213.32,883.58,973.70,1217.37,1045.33,1044.18,1216.58,720.08,1168.51,939.33,1031.97,1082.57,984.57,867.24,1061.43,945.03,1173.40,1269.55,933.16,1118.37,1119.40,812.42,1111.93,1013.81,1213.59,1042.64,1092.80,879.01,842.31,898.13,638.83,1102.41,670.19,1118.97,1141.75,879.04,872.34,1067.61,752.35,1165.05,806.53,1082.00,906.95,1248.35,966.09,1268.97,1504.12,899.14,1604.82,679.02,949.23,702.78,804.04,1253.13,967.61,938.38,867.62,891.43,1065.83,858.17,1128.96,852.50,952.44,1000.10,1259.90,808.40,1212.73,815.88,1256.26,1068.11,715.14,1144.45,1067.32,1121.87,1004.19,885.66,1035.59,1119.28,1045.37,994.94,1074.02,878.01,1015.12,1216.41,1611.36,1294.83,955.26,964.22,928.79,803.87,1007.91,850.76,1039.86,1132.43,1016.43
1074.65,559.60,1188.30,1169.27,973.15,719.80,885.13,952.34,963.09,1023.70,869.44,992.88,998.58,1024.39,1041.34,880.94,1030.73,1236.79,1193.19,728.53,1163.15,1138.05,1069.68,806.72,947.78,1348.67,776.17,936.57,948.83,1018.42,940.96,917.18,641.82,1140.17,993.83,819.92,1000.67,1367.15,853.60,1027.21,1056.66,673.46,957.82,979.65,644.75,1158.84,1006.40,854.44,870.75,1150.26,879.92,1131.35,975.24,931.91,839.76,1234.60,996.96,1322.66,1171.02,1129.27,1179.01,667.98,1074.75,943.85,1025.90,1360.39,859.75,1103.07,1250.96,987.19,1216.47,880.50,1028.46,814.12,848.35,820.65,960.45,1008.89,792.10,797.05,910.21,926.55,1008.53,1034.42,913.67,1193.29,900.60,821.50,1181.59,801.11,1109.61,1236.79,955.35,1107.01,1278.61,1029.79,1102.18,791.97,1125.27,994.04
1383.55,991.47,719.33,1079.53,987.61,948.04,966.50,983.91,1107.19,1353.42,992.48,698.58,1071.41,894.97,834.69,999.19,1059.81,900.75,965.53,1226.55,888.13,864.82,938.22,1431.56,891.00,1214.03,876.33,1259.17,856.01,1063.25,1212.22,1153.58,1070.48,695.00,1351.05,1037.61,597.65,1108.33,1043.77,678.01,1061.44,1247.79,753.23,842.52,748.60,1092.75,965.50,957.19,1002.56,1168.05,1018.22,1182.16,1017.12,1054.27,1091.91,753.74,971.99,1062.73,811.36,922.68,1175.11,635.10,978.19,763.85,912.02,989.99,990.25,1180.26,1208.94,1102.24,1118.24,1269.83,1172.16,948.25,813.82,860.61,1087.25,1014.14,929.45,1037.08,903.55,840.08,880.04,852.47,872.26,1249.58,678.72,1203.72,1159.43,647.58,694.52,896.81,985.85,892.55,1290.65,1043.96,1301.16,766.61,1307.43,633.53
1175.77,1136.61,735.14,968.29,1126.55,1028.76,1106.25,1030.75,1082.46,1041.08,1023.62,762.06,933.02,1354.10,964.28,1138.45,901.16,774.79,935.27,1109.77,566.03,849.79,929.98,914.29,1195.21,1019.07,1295.79,1138.57,1278.84,1268.43,927.98,1067.76,845.95,1054.00,953.39,706.68,840.18,993.62,844.34,684.41,900.06,621.91,1070.44,945.08,902.53,1157.10,1058.60,632.91,996.52,883.31,587.48,863.35,1037.38,824.78,929.59,903.08,918.46,730.13,943.02,899.86,1095.81,1199.50,824.50,991.69,646.03,1105.80,1025.15,942.46,1271.49,852.64,935.37,1085.66,1371.49,1093.44,913.36,929.54,1252.33,1264.03,1002.15,661.27,954.13,1214.60,1029.32,1383.44,785.39,1137.65,883.11,899.15,1191.50,1038.45,1298.54,809.58,913.15,1152.62,681.00,729.74,815.25,1006.74,901.07,1353.27
978.50,1209.19,963.69,1014.49,881.75,1046.74,602.75,1235.82,987.26,1630.28,1307.93,1299.82,1036.85,1169.82,735.68,1109.20,615.74,1009.69,1123.39,1201.36,1078.44,344.62,1001.09,1107.03,1080.59,1092.57,912.31,1347.25,863.78,1067.27,775.03,759.78,729.29,1310.92,790.58,932.82,802.66,920.69,993.69,928.70,1079.44,1264.05,798.61,1084.02,1113.32,992.33,951.83,1323.23,861.82,1032.24,768.84,1132.09,1147.19,1072.48,827.73,1147.92,822.09,914.91,1007.26,957.67,634.23,1047.48,981.53,965.15,508.59,870.89,754.23,968.79,975.81,613.16,985.45,969.15,1207.89,991.14,1290.58,1294.35,901.26,1164.02,814.54,1110.21,1084.41,775.45,1417.44,1094.43,1112.13,1115.21,865.31,960.85,1190.64,1125.95,610.92,866.96,1074.99,1159.34,1327.27,991.58,1199.29,1024.00,973.33,1227.75
826.41,798.27,920.18,988.91,1406.10,1082.85,1081.86,876.38,868.31,1116.11,1037.99,1119.38,971.14,1320.51,598.66,1019.77,865.05,1112.73,997.98,927.67,842.63,692.50,1366.95,784.51,1046.52,673.44,1357.15,1288.53,1034.64,870.36,758.15,1352.27,685.21,1094.75,549.00,1117.42,792.14,720.31,1233.17,949.46,513.48,1331.00,909.88,981.33,733.17,1000.79,790.70,909.07,940.97,939.84,1093.61,1034.95,1047.45,1070.08,918.94,1078.44,1206.42,849.04,671.27,871.30,1464.64,773.01,755.93,1110.09,781.77,1197.01,1367.56,1038.64,1314.53,1009.46,1473.18,893.57,873.42,464.44,1169.31,737.02,1145.68,1257.87,639.51,689.03,993.18,1506.49,764.84,733.53,1069.34,975.75,725.29,1066.87,1094.68,1059.48,752.06,1238.51,1117.29,710.64,877.41,1135.48,811.63,1095.99,1068.88,1225.42
1042.97,1218.58,695.40,822.34,923.89,937.03,843.89,746.96,923.03,1548.09,899.90,1009.65,964.50,856.31,868.28,890.66,906.73,942.78,818.51,1074.84,694.06,1275.04,739.02,598.13,727.75,1072.82,1102.89,811.49,1001.85,1006.68,1247.86,1070.97,786.28,763.47,1116.95,1099.55,1066.77,779.91,1181.64,1244.97,1021.43,710.70,1071.94,894.57,950.05,1077.61,1209.87,1014.87,1168.17,978.75,765.10,1154.02,937.85,1379.12,858.09,863.16,812.55,1597.26,483.14,741.79,861.92,939.89,898.33,1054.81,1129.89,1018.05,1395.99,920.24,1505.88,861.69,1273.80,836.43,1368.44,1184.13,896.42,1024.54,737.50,778.93,841.77,1248.23,807.86,947.72,951.77,857.63,1087.75,664.59,1200.27,1037.90,1305.44,941.03,1232.37,1297.43,664.93,881.32,848.14,960.19,476.33,962.00,1104.64,1040.10
