donor, acceptor, , 
20352.05, 2243.41, , 
18226.91, 897.18, , 
14391.56, -196.05, , 
12968.47, 1988.27, , 
18329.00, 1156.41, , 
20603.62, 248.30, , 
22492.96, 610.69, , 
16345.62, 417.23, , 
19271.18, 1960.64, , 
18345.71, -1449.57, , 
13163.31, 2379.03, , 
20620.93, -637.12, , 
26078.34, 440.07, , 
13032.02, 2990.39, , 
16062.28, 785.18, , 
12448.92, -474.27, , 
17348.73, 962.03, , 
16112.28, -260.64, , 
16837.81, 935.80, , 
8440.60, 5426.01, , 
15268.46, 6405.42, , 
11802.53, 5750.07, , 
13520.12, 5072.61, , 
5241.73, 8650.63, , 
4947.88, 7732.26, , 
8932.05, 5137.64, , 
7533.81, 4186.98, , 
6016.29, 5136.20, , 
7297.94, 3528.41, , 
2482.70, 2538.04, , 
10949.71, 7023.40, , 
2154.05, 4219.44, , 
1384.80, 2487.13, , 
1126.60, 3029.44, , 
3872.44, 1034.81, , 
1855.67, -707.59, , 
-573.61, 1098.64, , 
1267.63, 4991.95, , 
1556.69, -851.46, , 
215.60, 3474.55, , 
-1403.22, 3625.02, , 
1861.98, 3584.30, , 
-1020.69, 3573.47, , 
838.54, -207.86, , 
-394.63, -1219.45, , 
138.60, 2669.52, , 
985.47, -1844.77, , 
-1351.66, 16.04, , 
3355.41, -1907.93, , 
-2162.06, 1174.18, , 
-2493.21, 35.05, , 
343.49, 6100.51, , 
1426.39, 4624.31, , 
1392.06, 3944.87, , 
-275.51, 2627.80, , 
1728.86, 1873.48, , 
-2887.13, 4268.98, , 
-3541.10, 420.76, , 
-2051.19, 2263.73, , 
-817.51, -521.16, , 
2161.04, -466.19, , 
-1619.20, 1737.22, , 
1751.93, 1177.66, , 
-1326.26, 671.39, , 
-683.14, -959.63, , 
-945.87, 2134.09, , 
1045.36, -1834.69, , 
-392.00, -2542.31, , 
-2025.05, 1124.56, , 
-720.35, -358.09, , 
-2200.60, -3048.40, , 
-1759.73, 1346.02, , 
-1252.58, 159.70, , 
-619.02, 1751.25, , 
323.60, 651.68, , 
-2707.19, -921.48, , 
-108.28, 360.63, , 
0.07, -436.47, , 
-871.43, -638.65, , 
-1694.84, 1116.87, , 
679.83, -1473.97, , 
1252.93, 1095.78, , 
1544.34, 1857.55, , 
1134.71, 1367.77, , 
-1853.96, 264.69, , 
3050.20, -1108.81, , 
948.54, 125.26, , 
