donor, acceptor, , 
42578.06, 10967.93, , 
52184.17, 10235.21, , 
38343.70, 5226.48, , 
45922.35, 8091.37, , 
61549.15, 9476.68, , 
74203.55, 12415.23, , 
66813.98, 7676.31, , 
72721.94, 6346.63, , 
54497.38, 16619.24, , 
53130.58, 10991.04, , 
52815.64, 4271.44, , 
47268.45, 7698.65, , 
39282.32, 6403.30, , 
50611.09, 8757.99, , 
59014.39, 10089.88, , 
59901.36, 9771.30, , 
58091.92, 7238.48, , 
35911.59, 1051.89, , 
28449.73, -297.94, , 
43154.65, 3400.90, , 
41866.95, 4155.56, , 
40111.61, 2630.54, , 
19353.18, 6283.38, , 
17178.04, -1000.06, , 
17671.53, 733.81, , 
13812.73, 3099.40, , 
21054.48, 2616.36, , 
32948.65, -157.27, , 
23211.55, -2402.15, , 
18270.55, -243.22, , 
14750.27, 2295.29, , 
13126.49, 594.37, , 
14885.59, 1572.23, , 
12929.30, 2132.54, , 
13198.78, -56.46, , 
12920.63, 3389.30, , 
12309.91, 1046.41, , 
14141.23, 3693.06, , 
14684.99, 6596.99, , 
22984.28, 3282.98, , 
17598.75, -376.67, , 
12801.15, 5721.29, , 
13695.29, 2839.70, , 
14247.13, 3797.43, , 
15190.01, 5816.29, , 
12746.13, 6488.54, , 
15632.03, 14089.59, , 
17331.05, 12184.54, , 
9985.51, 5142.17, , 
10820.09, -673.80, , 
10331.21, 2703.40, , 
20991.50, -1543.53, , 
19186.25, 10313.04, , 
8094.29, 12907.61, , 
3737.29, 4098.73, , 
159.68, 1913.07, , 
3724.02, -1354.23, , 
5179.62, -242.87, , 
1174.18, 3940.74, , 
-3253.58, 6198.46, , 
4063.78, 10893.90, , 
1273.75, 7994.56, , 
615.31, 4786.68, , 
2711.78, 2297.45, , 
3789.43, 9164.46, , 
1594.32, 6382.77, , 
1809.86, 5201.39, , 
-365.30, 1904.25, , 
2512.59, 18.16, , 
-1041.59, 5268.06, , 
835.70, 3532.76, , 
8543.51, 3289.56, , 
2002.03, 1909.20, , 
1324.94, 4742.66, , 
5846.49, 2484.73, , 
2822.61, 1609.70, , 
3551.01, 6283.07, , 
1729.40, 5572.23, , 
5972.27, 4842.92, , 
6115.79, 4594.67, , 
4571.99, 2636.80, , 
7315.95, 3183.74, , 
2403.30, 10240.32, , 
4883.13, 6030.56, , 
2275.00, 890.40, , 
6850.29, 3771.52, , 
3759.70, 796.76, , 
3098.85, 2215.00, , 
3320.98, 5064.44, , 
4979.54, 1363.31, , 
2069.06, 1178.99, , 
3868.03, 1550.79, , 
4256.94, 360.66, , 
3748.02, 1633.34, , 
5135.91, 974.85, , 
460.12, 1385.29, , 
2510.39, 530.04, , 
4269.99, -1329.10, , 
3090.77, -290.27, , 
2880.18, 659.26, , 
-95.20, -2936.07, , 
3239.03, 926.33, , 
5685.08, 655.36, , 
1015.78, 540.88, , 
4574.16, -730.29, , 
-1230.56, 87.06, , 
1777.50, 99.83, , 
-1100.25, -1718.31, , 
6019.50, -794.49, , 
2326.84, -1231.49, , 
4165.49, -198.05, , 
286.11, 819.58, , 
-244.60, 1776.27, , 
2162.96, -2281.59, , 
2222.66, -55.91, , 
4627.78, 1174.23, , 
5370.04, -328.98, , 
5258.75, 852.35, , 
3712.18, -1548.13, , 
912.66, 190.87, , 
-1299.75, 1410.33, , 
2042.26, -110.29, , 
4895.51, 1735.44, , 
1911.65, 1642.49, , 
-516.14, 553.37, , 
5172.00, 596.92, , 
6183.30, 554.19, , 
2003.27, 1975.52, , 
5364.90, 518.76, , 
5619.11, 2115.44, , 
-1563.31, 1195.28, , 
1758.70, 3.26, , 
2417.13, -468.97, , 
3514.89, -918.33, , 
1557.34, -759.22, , 
4790.73, 1550.74, , 
3777.31, 8041.16, , 
1903.87, 6190.32, , 
3491.31, 7473.45, , 
2051.26, 2950.73, , 
4940.64, 5367.40, , 
-43.53, 2118.09, , 
3966.32, 2382.05, , 
1285.05, 590.81, , 
4314.00, -507.47, , 
1103.51, 1206.14, , 
1414.28, 1283.43, , 
6826.46, -829.58, , 
6327.30, 1834.16, , 
4243.79, -1029.22, , 
4776.78, 1507.34, , 
8119.94, -101.66, , 
6217.21, 1497.32, , 
1464.48, -484.69, , 
1668.49, -1136.07, , 
5731.56, 2389.46, , 
3396.45, 919.19, , 
2993.93, -1134.91, , 
2106.72, 1450.83, , 
3425.12, -1847.81, , 
7973.29, -1442.83, , 
2681.33, -1139.58, , 
5176.50, 1090.76, , 
2102.75, -769.46, , 
2650.84, 697.24, , 
4644.25, 2578.57, , 
5295.01, -1544.52, , 
4463.31, 40.30, , 
1753.19, 550.78, , 
3924.82, 1663.41, , 
6085.06, 2086.78, , 
1743.52, -1193.56, , 
2819.55, 589.42, , 
1002.19, 1096.54, , 
3849.97, -344.85, , 
5588.73, 150.50, , 
-35.23, -1674.41, , 
1325.81, 687.93, , 
4492.54, -1026.99, , 
3921.78, -2589.47, , 
-1744.28, 1180.12, , 
1512.24, 351.83, , 
2487.35, -1478.53, , 
2484.88, -336.46, , 
4019.31, 2061.69, , 
4202.34, 933.94, , 
128.82, -55.22, , 
614.83, 277.07, , 
495.49, 1401.48, , 
2835.41, -303.52, , 
2048.90, -825.42, , 
866.28, 1584.05, , 
742.79, 1075.21, , 
2934.57, 1387.12, , 
6775.29, 1772.49, , 
4202.39, 329.57, , 
4018.47, -511.43, , 
6750.81, 640.27, , 
3634.94, -544.52, , 
1500.73, 169.26, , 
-56.01, 71.26, , 
-337.86, -1451.26, , 
3007.84, 994.94, , 
875.55, -1012.58, , 
613.07, -959.67, , 
237.51, -203.76, , 
-3474.91, -1777.37, , 
658.16, 643.81, , 
1190.68, 134.04, , 
-14.97, -967.40, , 
4676.13, 171.96, , 
2624.60, 1468.79, , 
-1203.86, 252.85, , 
1843.24, 384.69, , 
3026.22, 2182.12, , 
3729.15, 2199.98, , 
4006.19, -497.38, , 
1092.55, 98.35, , 
3231.40, -370.74, , 
780.51, -16.85, , 
775.26, -1017.44, , 
1479.77, 733.05, , 
3382.27, -2026.06, , 
1756.71, -1353.56, , 
2041.00, 948.90, , 
3274.70, 394.26, , 
1360.37, 690.49, , 
-1780.19, 742.38, , 
-543.21, 3443.93, , 
6008.75, 1648.53, , 
736.35, -488.79, , 
2225.10, 85.85, , 
1666.64, -755.82, , 
-943.34, -826.49, , 
2664.67, -1666.67, , 
245.40, 1636.86, , 
4752.43, 985.17, , 
-1148.11, -762.48, , 
965.36, -1879.65, , 
3668.77, 1592.03, , 
1194.29, 185.48, , 
4088.29, 1620.90, , 
2712.99, 532.77, , 
1068.91, -381.12, , 
528.45, 563.78, , 
4278.52, 2025.64, , 
5784.78, 75.14, , 
515.99, -1265.85, , 
