donor, acceptor, , 
29419.71, -5798.49, , 
31301.62, 8736.84, , 
25656.12, 3019.84, , 
19030.17, 1119.44, , 
15400.54, -2775.36, , 
32009.92, -2923.65, , 
26189.45, -7141.13, , 
29148.44, -1542.07, , 
29617.25, 2307.95, , 
33056.44, -1451.46, , 
34636.53, -857.44, , 
26246.20, -3631.84, , 
26910.11, 913.11, , 
31467.55, 2600.90, , 
29107.13, 185.57, , 
29354.43, 190.56, , 
16385.28, -375.70, , 
19278.66, -1076.62, , 
11716.62, -3982.55, , 
20369.74, -3550.26, , 
5172.84, -4024.46, , 
10090.72, -2809.49, , 
10580.34, -2080.19, , 
8909.74, -1883.50, , 
13481.15, -225.35, , 
13731.24, 4486.46, , 
14602.36, -387.60, , 
10703.72, -131.25, , 
13049.55, 362.19, , 
11530.17, 205.35, , 
7952.99, 2595.49, , 
8725.42, 2388.87, , 
3367.18, -696.83, , 
3881.75, -2885.79, , 
2434.13, 1389.09, , 
10625.65, -1436.38, , 
9859.97, 1232.43, , 
10327.94, 1018.45, , 
9109.32, -2610.32, , 
10576.10, -6903.25, , 
14080.35, -309.09, , 
15384.00, 3851.40, , 
9045.49, 1983.63, , 
11293.52, -1787.39, , 
11457.83, 871.51, , 
11865.09, 2036.49, , 
-1917.92, 1934.00, , 
2258.75, -122.10, , 
4743.00, -948.43, , 
-297.02, -3096.50, , 
-1202.26, -257.92, , 
-1637.75, -5723.87, , 
-2307.83, -2895.86, , 
1416.20, -4645.99, , 
-3773.26, -2979.95, , 
-748.00, 737.82, , 
444.62, -3338.18, , 
1829.57, -2448.47, , 
212.06, 696.65, , 
1994.61, -2298.80, , 
-208.06, -1914.31, , 
-405.80, -1225.02, , 
2793.72, -2589.86, , 
612.04, -2741.61, , 
317.16, 2448.06, , 
1136.07, -2344.77, , 
4000.94, -1616.35, , 
946.50, -370.15, , 
-289.48, 2027.65, , 
-3453.34, -1076.64, , 
2790.20, -175.58, , 
1006.60, -2863.38, , 
1623.09, -1678.65, , 
-1831.25, -1682.08, , 
-3915.74, 1050.94, , 
-1166.79, -4270.52, , 
-5236.75, -1151.19, , 
-3235.24, -663.10, , 
-2058.44, 1643.06, , 
-2366.42, 463.00, , 
-1091.37, 2191.98, , 
-3989.89, -1355.34, , 
-1650.46, -959.95, , 
-1945.42, -1062.97, , 
2031.70, 343.47, , 
804.73, -184.00, , 
884.37, 2650.09, , 
-2805.79, -830.66, , 
-1748.88, -916.08, , 
-1670.09, -3165.43, , 
254.38, 814.25, , 
-1621.24, -284.55, , 
-1219.21, 300.55, , 
-1144.25, -532.94, , 
-2533.73, 1024.93, , 
-357.14, 1109.22, , 
-4332.51, -12.19, , 
-4880.32, -941.15, , 
1126.02, -642.47, , 
-2483.99, 1134.13, , 
-856.20, -484.83, , 
-3050.58, 5.73, , 
-4.76, 911.56, , 
248.14, -2562.67, , 
-481.49, -1195.81, , 
-2460.23, -1233.93, , 
958.88, 1994.91, , 
326.17, 1668.69, , 
2042.89, -476.08, , 
-1760.68, -351.29, , 
-882.95, 1584.47, , 
-4190.64, 163.20, , 
-3170.24, -1655.53, , 
-2585.69, -279.46, , 
91.25, -1752.29, , 
-2047.59, -125.91, , 
-5479.13, 1154.73, , 
-1681.07, -896.03, , 
762.64, 2424.87, , 
816.84, 1942.09, , 
-1168.70, 666.93, , 
161.80, -2588.58, , 
-2662.04, 433.92, , 
-1579.26, -1106.67, , 
692.80, 2177.71, , 
2877.36, -1794.09, , 
-1678.33, -1387.59, , 
-4020.14, 2350.23, , 
-1955.21, -643.07, , 
159.98, -677.59, , 
-1862.66, -192.62, , 
-3060.30, -1829.01, , 
-3732.45, 385.75, , 
-1259.12, 563.05, , 
986.88, 73.04, , 
103.84, -104.51, , 
-3565.68, 908.73, , 
1789.62, -871.45, , 
-534.61, 1848.93, , 
-4264.46, -268.83, , 
-660.51, -580.81, , 
-3207.23, 2940.41, , 
1487.90, -249.72, , 
-3470.84, 858.06, , 
-1933.47, 305.79, , 
193.45, -2406.87, , 
-5015.75, 2553.31, , 
1192.87, -748.94, , 
-269.31, -468.80, , 
-1002.92, -3145.25, , 
-713.15, -1028.57, , 
-1944.54, 1869.27, , 
574.52, -156.33, , 
-2081.58, -1365.26, , 
1529.97, 385.77, , 
1349.99, -219.64, , 
-1335.14, 138.27, , 
-185.62, 306.53, , 
-2062.53, 2457.45, , 
-628.55, 596.49, , 
913.21, 1353.74, , 
-2132.28, -1269.71, , 
-751.96, -43.93, , 
-4192.59, 1745.40, , 
-3847.00, 1066.31, , 
-2435.13, 1292.37, , 
-1937.91, 2402.86, , 
3607.74, 2033.80, , 
-1511.53, -485.68, , 
695.81, -2064.54, , 
-3065.54, 67.28, , 
1373.64, 374.85, , 
-4062.14, 1743.96, , 
-5072.67, -337.46, , 
-2278.89, 488.54, , 
-3489.65, 384.55, , 
572.26, 935.09, , 
-4247.46, -88.65, , 
-3592.58, -1089.98, , 
-2483.62, -191.79, , 
-2548.86, -673.28, , 
-5424.82, -45.72, , 
-1851.13, 830.63, , 
-380.53, 1882.99, , 
-1971.75, -931.51, , 
-131.71, -834.06, , 
-2294.65, 1584.88, , 
794.05, 1430.38, , 
-2019.20, -901.30, , 
-2667.82, 149.16, , 
110.76, -226.36, , 
-1318.92, 822.21, , 
-1287.39, -2860.86, , 
-2463.62, -296.64, , 
-4176.61, 181.03, , 
-495.14, -1967.85, , 
-2634.65, 1631.77, , 
-3032.08, 726.72, , 
-2790.46, 1205.15, , 
-595.51, 968.92, , 
-1113.82, 1346.12, , 
231.09, 147.66, , 
-3369.93, 1855.02, , 
-1446.61, -849.39, , 
-521.05, 509.75, , 
-4622.78, 1828.58, , 
-2429.17, 3051.75, , 
-617.45, -1215.04, , 
-2580.41, 1164.55, , 
-3139.13, -1208.02, , 
2248.95, 1272.68, , 
281.27, 1674.29, , 
-2028.44, 1270.08, , 
1536.26, 2807.78, , 
-45.97, 616.74, , 
907.77, -1108.28, , 
-2160.86, -371.16, , 
-101.46, 2559.96, , 
-1322.69, 913.08, , 
-1716.90, 376.96, , 
-874.50, -344.27, , 
835.43, -602.50, , 
2452.93, 283.28, , 
-695.81, 2348.36, , 
1353.17, 1428.60, , 
-3843.44, 1460.42, , 
-1189.63, -449.28, , 
-726.62, 2002.47, , 
-1115.22, -793.96, , 
832.68, -1837.24, , 
-4043.54, -2539.29, , 
-2613.41, -187.03, , 
-1868.94, -1282.64, , 
-57.80, -733.20, , 
-2059.40, -459.80, , 
-113.03, 1275.72, , 
94.67, -722.38, , 
-2261.65, -587.41, , 
-1649.08, 335.45, , 
-653.29, -1292.45, , 
41.47, 126.54, , 
13.71, 636.87, , 
380.21, -606.94, , 
548.39, -790.64, , 
-1727.31, -390.42, , 
-841.70, 568.10, , 
567.65, -817.29, , 
5274.69, -2679.87, , 
962.79, -711.65, , 
940.27, 606.98, , 
-1655.24, 562.38, , 
2398.03, -691.32, , 
1532.32, -155.98, , 
1152.68, -1055.40, , 
975.50, -2031.89, , 
-1696.26, 203.38, , 
-2816.76, 750.55, , 
-1356.31, -3449.92, , 
537.76, 1269.57, , 
-2454.65, -2513.26, , 
-748.95, -1540.30, , 
1610.03, 493.49, , 
324.23, 465.63, , 
3173.64, -1368.08, , 
3962.60, -2405.70, , 
623.19, -277.83, , 
1179.17, -2900.42, , 
-3320.17, -2441.94, , 
-3794.86, -3492.83, , 
-715.63, 4.12, , 
-2910.09, -2641.99, , 
511.99, -959.05, , 
614.58, 1300.96, , 
-210.22, -2467.36, , 
2303.78, -3120.81, , 
736.16, 968.06, , 
-1618.76, 171.15, , 
484.04, 96.46, , 
-523.19, -2681.98, , 
1257.03, -1441.40, , 
1507.16, -852.21, , 
2105.55, -2171.71, , 
32.03, -2474.18, , 
1152.89, -1540.86, , 
-2476.61, -2615.08, , 
1000.19, -2439.79, , 
-412.96, -2312.83, , 
-3896.43, -3402.16, , 
-1899.78, -3328.22, , 
348.93, -1873.98, , 
716.60, -1260.76, , 
-695.31, -844.41, , 
-1392.04, -1812.34, , 
-2286.13, -3067.84, , 
277.10, -2514.66, , 
284.78, 1650.22, , 
2232.56, -2175.19, , 
-21.99, -3523.75, , 
-1620.14, -358.66, , 
291.09, -1725.34, , 
4029.79, -1606.66, , 
-2359.72, -1897.15, , 
-1644.92, -1697.01, , 
-927.98, -3702.88, , 
1205.91, -2569.09, , 
965.77, -769.71, , 
-1865.73, -2368.53, , 
-1011.42, -149.26, , 
-386.35, -1594.01, , 
-1159.68, -2001.61, , 
-494.92, -750.98, , 
-833.09, -1299.71, , 
-256.58, -2820.00, , 
-89.56, 1376.60, , 
-908.76, -53.18, , 
-2068.37, -185.70, , 
1270.80, -1016.16, , 
-781.58, -2476.65, , 
-2622.65, 673.24, , 
1149.16, -19.52, , 
-107.75, -47.33, , 
-2104.21, -1840.22, , 
-376.00, -4420.27, , 
-1218.44, -675.09, , 
-2077.75, -575.50, , 
-1426.72, -1716.50, , 
-1123.68, -1952.84, , 
-340.49, 1046.95, , 
616.01, -2961.96, , 
1649.75, -120.52, , 
169.84, 268.26, , 
-1793.51, 2258.19, , 
-178.78, 841.19, , 
1877.78, -109.35, , 
1826.19, 374.13, , 
-812.57, 1131.73, , 
972.84, -1976.88, , 
-1803.51, 1178.46, , 
606.38, 2231.58, , 
1681.91, -1612.07, , 
1999.13, -789.09, , 
1936.60, -878.12, , 
-532.11, -177.32, , 
-13.85, -977.78, , 
1257.36, 776.89, , 
2203.74, -30.32, , 
-1378.45, 1765.04, , 
2991.12, 1519.61, , 
1358.17, -377.06, , 
786.01, -1029.48, , 
3497.64, -105.80, , 
-2240.73, -715.68, , 
823.70, 938.70, , 
838.03, -1447.35, , 
-709.69, -508.86, , 
2289.70, -164.19, , 
-1635.71, 2540.97, , 
-276.58, -1461.03, , 
-106.42, 789.89, , 
2130.00, 479.51, , 
-1979.94, -362.02, , 
737.37, 2513.50, , 
1824.50, -879.47, , 
-254.21, -1068.30, , 
-457.45, -421.87, , 
-889.06, -200.34, , 
4911.54, -1550.10, , 
-1440.95, 1240.04, , 
1414.51, -1203.77, , 
22.72, 110.34, , 
2136.14, 603.84, , 
119.43, -425.45, , 
2328.13, 1849.00, , 
-8.08, 554.12, , 
202.08, 971.08, , 
638.90, -1612.47, , 
2051.81, 212.60, , 
893.81, 1148.51, , 
-2520.28, 1679.91, , 
1559.03, -848.23, , 
-1437.43, 2404.55, , 
-538.50, -786.27, , 
-1093.77, -4008.21, , 
1713.06, 763.23, , 
-28.93, -435.02, , 
-2404.27, 500.52, , 
285.99, -1902.57, , 
-178.39, 1885.71, , 
-646.15, 701.23, , 
-206.40, 82.08, , 
1501.22, 484.78, , 
2770.76, 730.36, , 
-721.35, 668.02, , 
558.42, 151.91, , 
-47.05, -203.37, , 
740.09, 2680.51, , 
155.70, 1866.71, , 
5925.78, 675.78, , 
1812.90, 205.15, , 
-348.83, -414.11, , 
708.78, -298.06, , 
-832.44, 1409.92, , 
-1943.65, 935.59, , 
2358.57, 575.33, , 
-477.54, 144.96, , 
-1618.00, 44.78, , 
730.02, 46.59, , 
1830.49, 1310.86, , 
-303.64, -95.63, , 
338.97, 1027.08, , 
-2166.85, -1740.67, , 
1061.13, 3031.27, , 
1472.62, -272.07, , 
778.34, 2759.81, , 
4031.96, 2155.36, , 
-1065.62, 168.16, , 
1539.39, 594.90, , 
514.14, -1286.03, , 
1907.06, 770.33, , 
1443.59, 1736.77, , 
110.75, 234.42, , 
-818.04, 664.57, , 
-2247.35, -1955.87, , 
-1111.72, -882.04, , 
-535.13, 2387.97, , 
-378.83, 1660.68, , 
182.04, 1999.46, , 
-337.28, -597.81, , 
-4223.57, 3543.63, , 
-956.83, 1434.02, , 
3396.83, -1562.41, , 
-1660.21, 1522.03, , 
2541.13, -3416.16, , 
2462.89, 442.59, , 
3663.23, 2161.40, , 
198.83, 1006.64, , 
-790.45, -32.69, , 
1511.06, -1215.84, , 
5244.76, 144.29, , 
-2230.75, -271.31, , 
3721.16, 356.70, , 
1942.69, 1233.12, , 
1226.39, 3781.04, , 
-240.84, 208.66, , 
586.42, -1800.83, , 
204.33, 1429.99, , 
1698.47, 1690.35, , 
-1249.52, 495.78, , 
-523.64, 1688.03, , 
506.97, 204.80, , 
-57.26, -1788.46, , 
-2678.11, -316.15, , 
1055.84, 807.69, , 
-2032.91, 473.25, , 
-759.01, -136.25, , 
-694.16, -232.39, , 
-451.73, -283.46, , 
-918.96, 654.17, , 
-2257.25, 437.05, , 
1627.18, 1998.02, , 
1882.44, -659.83, , 
486.92, -997.78, , 
-251.73, 2194.00, , 
2828.38, 6.34, , 
81.53, 1169.25, , 
102.93, 736.45, , 
1082.75, -214.31, , 
-967.77, 253.63, , 
2104.47, 578.61, , 
-1278.84, -945.74, , 
-853.87, 1310.74, , 
-6.67, -180.04, , 
-739.83, 549.38, , 
-784.74, -1724.32, , 
455.96, 946.91, , 
-2075.18, 564.18, , 
-1093.36, 2174.05, , 
-1027.51, 313.66, , 
757.20, 1495.26, , 
703.02, -1994.95, , 
-599.27, 1537.73, , 
-2234.21, 2018.52, , 
952.00, -222.16, , 
2103.52, 329.26, , 
-1155.93, -9.60, , 
-991.39, -1152.34, , 
-651.74, -1217.00, , 
-2082.85, 1148.88, , 
-687.72, 1304.81, , 
1279.87, 313.88, , 
-296.15, -1157.39, , 
-3552.29, 2488.55, , 
814.75, -732.49, , 
1100.35, -72.94, , 
1877.17, 1465.94, , 
-2023.39, -910.91, , 
135.13, -459.98, , 
451.01, -760.08, , 
-534.22, -4.73, , 
-3624.70, 746.70, , 
1950.49, 657.97, , 
758.21, 1001.95, , 
580.23, 13.65, , 
936.26, 2925.57, , 
735.93, -2361.82, , 
-1069.36, -1764.00, , 
-3296.78, 624.50, , 
1505.27, -1858.04, , 
-2647.12, 1204.16, , 
310.76, 706.14, , 
-2375.51, 330.85, , 
781.68, -117.67, , 
2470.49, 233.02, , 
-1318.41, 633.61, , 
-2157.18, 57.75, , 
2322.53, 18.53, , 
-2536.42, -1462.97, , 
1572.05, -1099.84, , 
1713.31, 415.56, , 
1190.82, 2007.86, , 
2400.19, 3159.75, , 
-370.69, 130.20, , 
-3822.31, -304.13, , 
3397.67, 712.65, , 
2015.16, 1589.21, , 
-678.87, 1049.92, , 
1986.10, -369.04, , 
-1243.69, 281.82, , 
549.39, 125.81, , 
869.42, 3074.28, , 
974.79, 1079.26, , 
2580.36, 532.84, , 
-1368.98, 551.86, , 
-806.50, 1535.71, , 
658.89, 305.71, , 
-1248.86, 304.52, , 
-1988.05, 873.89, , 
-297.88, 1730.28, , 
2495.06, -398.35, , 
-276.03, -681.36, , 
1069.62, 3462.64, , 
2589.55, 2535.47, , 
3414.68, 186.51, , 
-293.04, 1002.87, , 
784.59, 245.77, , 
380.92, -9.09, , 
2090.91, 95.12, , 
1212.26, 760.30, , 
516.71, 1464.31, , 
53.70, 490.87, , 
-237.27, -1638.21, , 
-1963.27, 924.42, , 
658.47, 345.41, , 
-236.33, -137.65, , 
4732.87, 1207.72, , 
-706.69, -381.86, , 
2933.81, 130.82, , 
91.16, 1529.62, , 
1899.64, 2438.27, , 
1036.99, 925.53, , 
2135.17, -493.28, , 
1403.09, 1335.42, , 
3295.02, 1559.87, , 
1051.14, 535.72, , 
1712.03, 468.64, , 
327.04, -163.93, , 
400.27, -1665.19, , 
65.24, 1019.60, , 
3906.86, -407.93, , 
1427.22, -2153.65, , 
95.79, 946.47, , 
1117.93, 562.79, , 
-176.32, -800.82, , 
-2550.30, -749.09, , 
1280.13, -2400.47, , 
1294.77, 2302.22, , 
3245.32, 930.17, , 
1225.46, 3201.84, , 
1754.55, 2230.65, , 
1304.87, 1315.87, , 
697.70, 422.70, , 
1059.93, 1339.16, , 
1541.91, 62.94, , 
-3033.96, -755.39, , 
1151.91, 1514.56, , 
-348.56, -92.90, , 
194.16, -1368.85, , 
759.77, 76.23, , 
-352.98, 2503.34, , 
2003.44, 2010.19, , 
2305.46, 1957.73, , 
1062.26, -431.84, , 
-636.24, 352.33, , 
-446.40, 2181.18, , 
721.51, -817.77, , 
322.50, 304.50, , 
3051.82, -185.63, , 
809.73, -586.20, , 
811.72, 2757.40, , 
1399.33, 4016.33, , 
1278.91, 1430.87, , 
769.38, -1045.50, , 
1791.10, 2994.36, , 
1398.35, 2303.09, , 
-264.89, 347.18, , 
-1654.96, 696.45, , 
-859.48, 261.54, , 
1800.19, 1122.53, , 
582.87, 383.92, , 
-482.31, 863.81, , 
-297.66, -78.59, , 
2776.21, -269.97, , 
-1523.44, 572.41, , 
1138.37, -384.52, , 
561.78, 777.55, , 
1309.71, -831.27, , 
2770.38, -1275.32, , 
-1154.90, -99.02, , 
3569.81, 322.69, , 
497.04, 756.87, , 
-826.35, 1540.17, , 
1688.20, 1436.13, , 
1160.36, 1840.72, , 
-408.10, 2041.08, , 
-345.70, 2305.14, , 
1509.97, 2380.17, , 
-229.87, 2063.19, , 
-429.54, -443.20, , 
2929.69, 1067.17, , 
1315.69, -662.43, , 
1826.49, -571.64, , 
1094.09, -410.47, , 
-583.72, -1974.71, , 
2754.47, 504.53, , 
-2724.58, 1559.29, , 
-965.25, -1509.76, , 
3205.06, 606.13, , 
3086.87, 3951.30, , 
2004.06, -213.95, , 
-1207.95, 711.41, , 
-1827.71, 658.60, , 
-2382.69, -2134.38, , 
385.71, 916.61, , 
-1807.84, 442.41, , 
-14.04, 1252.09, , 
1277.05, 1049.60, , 
818.22, 1879.44, , 
329.07, -873.61, , 
1811.93, 459.79, , 
223.28, 551.06, , 
3551.74, 398.36, , 
2301.44, -282.87, , 
150.66, 1740.53, , 
487.91, 1416.46, , 
-752.58, 100.69, , 
2979.43, 791.56, , 
3361.57, 1844.60, , 
761.08, 10.97, , 
2482.47, -1147.97, , 
1754.15, 1606.69, , 
-567.14, -436.09, , 
-915.30, 59.59, , 
2474.60, 1309.18, , 
-887.55, 1117.17, , 
1256.55, 2992.26, , 
-395.53, 3808.11, , 
1898.84, 284.26, , 
3257.15, 1181.06, , 
3925.31, 569.98, , 
2134.40, 2119.78, , 
680.56, -324.20, , 
1297.26, 581.29, , 
-2641.05, -965.47, , 
-190.19, -561.40, , 
3993.14, 82.49, , 
-3912.24, -1661.10, , 
-847.09, 2151.19, , 
3980.70, -802.54, , 
801.83, 2341.59, , 
1154.84, 1781.78, , 
-122.64, 883.77, , 
2366.65, 324.52, , 
-2378.53, -1020.91, , 
1633.22, 1662.73, , 
524.13, 1068.67, , 
1672.95, 709.43, , 
241.58, 1000.10, , 
978.16, 1794.67, , 
-835.81, 1411.49, , 
-2258.15, 356.29, , 
1196.32, 1484.24, , 
2044.07, 2436.06, , 
-446.99, 561.24, , 
1885.06, -87.26, , 
-1174.05, -561.54, , 
1387.29, -280.88, , 
-633.20, 634.25, , 
312.60, 1120.07, , 
3421.57, -1061.20, , 
1161.61, 112.51, , 
953.19, 702.05, , 
-482.22, -660.64, , 
1454.41, -1208.22, , 
1024.91, 1122.58, , 
577.57, 193.16, , 
3008.83, 281.89, , 
635.11, 1799.48, , 
2805.17, 1676.05, , 
3016.09, -869.18, , 
845.60, -234.91, , 
2457.22, 2458.64, , 
2303.33, 2104.15, , 
192.69, 3024.10, , 
1801.54, 49.74, , 
-433.44, 2067.47, , 
167.02, 967.83, , 
1488.33, 1977.79, , 
4951.53, 132.23, , 
-890.02, 2060.77, , 
470.13, 3232.03, , 
4335.06, 1550.25, , 
226.96, -322.65, , 
1282.25, 1558.99, , 
322.17, -464.13, , 
2443.64, -822.24, , 
1846.68, -1778.84, , 
1426.93, -1307.54, , 
1032.81, 2237.50, , 
4574.47, 995.38, , 
2321.90, -2225.46, , 
837.73, -399.91, , 
778.22, 78.02, , 
4518.71, 176.62, , 
-2740.81, 398.98, , 
-2354.29, 1590.86, , 
-3068.17, 1196.17, , 
2195.48, 2757.33, , 
2519.48, 866.83, , 
